Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Msa,"Pittsfield, MA",MA,,,9/30/2022,16.5
Msa,"Plattsburgh, NY",NY,,,9/30/2022,10.5
Msa,"Pocatello, ID",ID,,,9/30/2022,21.3
Msa,"Point Pleasant, WV",WV,,,9/30/2022,12.1
Msa,"Ponca City, OK",OK,,,9/30/2022,11.3
Msa,"Port Angeles, WA",WA,,,9/30/2022,19
Msa,"Port St. Lucie, FL",FL,,,9/30/2022,31.2
Msa,"Portales, NM",NM,,,9/30/2022,12.3
Msa,"Portland, ME",ME,,,9/30/2022,17.3
Msa,"Portland, OR",OR,,,9/30/2022,15.2
Msa,"Portsmouth, OH",OH,,,9/30/2022,14.1
Msa,"Pottsville, PA",PA,,,9/30/2022,16.8
Msa,"Prescott, AZ",AZ,,,9/30/2022,25.5
Msa,"Price, UT",UT,,,9/30/2022,10
Msa,"Providence, RI",RI,,,9/30/2022,15.9
Msa,"Provo, UT",UT,,,9/30/2022,20.6
Msa,"Pueblo, CO",CO,,,9/30/2022,19.2
Msa,"Pullman, WA",WA,,,9/30/2022,10.6
Msa,"Punta Gorda, FL",FL,,,9/30/2022,29
Msa,"Quincy, IL",IL,,,9/30/2022,11.8
Msa,"Raleigh, NC",NC,,,9/30/2022,27.5
Msa,"Rapid City, SD",SD,,,9/30/2022,18.2
Msa,"Reading, PA",PA,,,9/30/2022,13.5
Msa,"Red Bluff, CA",CA,,,9/30/2022,14.1
Msa,"Red Wing, MN",MN,,,9/30/2022,13
Msa,"Redding, CA",CA,,,9/30/2022,15.7
Msa,"Reno, NV",NV,,,9/30/2022,16
Msa,"Rexburg, ID",ID,,,9/30/2022,13.4
Msa,"Richmond, KY",KY,,,9/30/2022,13.2
Msa,"Richmond, VA",VA,,,9/30/2022,12.7
Msa,"Riverside, CA",CA,,,9/30/2022,18.1
Msa,"Roanoke, VA",VA,,,9/30/2022,13
Msa,"Rochelle, IL",IL,,,9/30/2022,11.5
Msa,"Rochester, MN",MN,,,9/30/2022,12.7
Msa,"Rochester, NY",NY,,,9/30/2022,13.2
Msa,"Rockford, IL",IL,,,9/30/2022,12.2
Msa,"Rocky Mount, NC",NC,,,9/30/2022,18.6
Msa,"Rome, GA",GA,,,9/30/2022,15.5
Msa,"Roseburg, OR",OR,,,9/30/2022,17.9
Msa,"Roswell, NM",NM,,,9/30/2022,13.9
Msa,"Russellville, AR",AR,,,9/30/2022,13.4
Msa,"Ruston, LA",LA,,,9/30/2022,10.6
Msa,"Rutland, VT",VT,,,9/30/2022,21.6
Msa,"Sacramento, CA",CA,,,9/30/2022,17
Msa,"Saginaw, MI",MI,,,9/30/2022,14.9
Msa,"Salem, OH",OH,,,9/30/2022,11.8
Msa,"Salem, OR",OR,,,9/30/2022,16.7
Msa,"Salinas, CA",CA,,,9/30/2022,19.5
Msa,"Salisbury, MD",DE,,,9/30/2022,19.7
Msa,"Salt Lake City, UT",UT,,,9/30/2022,17.6
Msa,"San Angelo, TX",TX,,,9/30/2022,10.1
Msa,"San Antonio, TX",TX,,,9/30/2022,17.6
Msa,"San Diego, CA",CA,,,9/30/2022,21.3
Msa,"San Francisco, CA",CA,,,9/30/2022,8.6
Msa,"San Jose, CA",CA,,,9/30/2022,5.9
Msa,"San Luis Obispo, CA",CA,,,9/30/2022,17.5
Msa,"Sandpoint, ID",ID,,,9/30/2022,16
Msa,"Sandusky, OH",OH,,,9/30/2022,13.6
Msa,"Santa Cruz, CA",CA,,,9/30/2022,12.3
Msa,"Santa Fe, NM",NM,,,9/30/2022,16
Msa,"Santa Maria-Santa Barbara, CA",CA,,,9/30/2022,20.1
Msa,"Santa Rosa, CA",CA,,,9/30/2022,10.4
Msa,"Sault Ste. Marie, MI",MI,,,9/30/2022,18.1
Msa,"Savannah, GA",GA,,,9/30/2022,17.6
Msa,"Sayre, PA",PA,,,9/30/2022,12.2
Msa,"Scottsboro, AL",AL,,,9/30/2022,12.4
Msa,"Scranton, PA",PA,,,9/30/2022,17.7
Msa,"Searcy, AR",AR,,,9/30/2022,19.4
Msa,"Seattle, WA",WA,,,9/30/2022,13.5
Msa,"Sebring, FL",FL,,,9/30/2022,22.5
Msa,"Sedalia, MO",MO,,,9/30/2022,17.9
Msa,"Selinsgrove, PA",PA,,,9/30/2022,13.2
Msa,"Selma, AL",AL,,,9/30/2022,11.6
Msa,"Seneca Falls, NY",NY,,,9/30/2022,12.2
Msa,"Seneca, SC",SC,,,9/30/2022,16.7
Msa,"Sevierville, TN",TN,,,9/30/2022,26.9
Msa,"Sheboygan, WI",WI,,,9/30/2022,13.1
Msa,"Shelby, NC",NC,,,9/30/2022,16.6
Msa,"Shelbyville, TN",TN,,,9/30/2022,17.6
Msa,"Shelton, WA",WA,,,9/30/2022,22.2
Msa,"Sherman, TX",TX,,,9/30/2022,17
Msa,"Show Low, AZ",AZ,,,9/30/2022,22.5
Msa,"Shreveport, LA",LA,,,9/30/2022,8.1
Msa,"Sierra Vista, AZ",AZ,,,9/30/2022,15
Msa,"Silver City, NM",NM,,,9/30/2022,12.5
Msa,"Sioux City, IA",IA,,,9/30/2022,11
Msa,"Sioux Falls, SD",SD,,,9/30/2022,13
Msa,"Somerset, KY",KY,,,9/30/2022,14.5
Msa,"South Bend, IN",IN,,,9/30/2022,15.1
Msa,"Spartanburg, SC",SC,,,9/30/2022,16.2
Msa,"Spokane, WA",WA,,,9/30/2022,20.3
Msa,"Springfield, IL",IL,,,9/30/2022,7.9
Msa,"Springfield, MA",MA,,,9/30/2022,13.5
Msa,"Springfield, MO",MO,,,9/30/2022,15
Msa,"Springfield, OH",OH,,,9/30/2022,16.5
Msa,"St. Cloud, MN",MN,,,9/30/2022,13.6
Msa,"St. George, UT",UT,,,9/30/2022,18.7
Msa,"St. Joseph, MO",MO,,,9/30/2022,12.3
Msa,"St. Louis, MO",MO,,,9/30/2022,12.6
Msa,"St. Marys, GA",GA,,,9/30/2022,17.6
Msa,"Stamford, CT",CT,,,9/30/2022,15.3
Msa,"Starkville, MS",MS,,,9/30/2022,8.5
Msa,"State College, PA",PA,,,9/30/2022,9.1
Msa,"Statesboro, GA",GA,,,9/30/2022,9.4
Msa,"Steamboat Springs, CO",CO,,,9/30/2022,25.9
Msa,"Stillwater, OK",OK,,,9/30/2022,9.3
Msa,"Stockton, CA",CA,,,9/30/2022,17.1
Msa,"Sturgis, MI",MI,,,9/30/2022,15.7
Msa,"Summerville, GA",GA,,,9/30/2022,15.3
Msa,"Summit Park, UT",UT,,,9/30/2022,25
Msa,"Sumter, SC",SC,,,9/30/2022,13.2
Msa,"Sunbury, PA",PA,,,9/30/2022,13.6
Msa,"Sweetwater, TX",TX,,,9/30/2022,12.6
Msa,"Syracuse, NY",NY,,,9/30/2022,10.5
Msa,"Tahlequah, OK",OK,,,9/30/2022,14
Msa,"Tallahassee, FL",FL,,,9/30/2022,13.7
Msa,"Tampa, FL",FL,,,9/30/2022,27.2
Msa,"Taos, NM",NM,,,9/30/2022,16.2
Msa,"Terre Haute, IN",IN,,,9/30/2022,12
Msa,"The Villages, FL",FL,,,9/30/2022,14.7
Msa,"Toledo, OH",OH,,,9/30/2022,13.1
Msa,"Topeka, KS",KS,,,9/30/2022,13.5
Msa,"Torrington, CT",CT,,,9/30/2022,19.7
Msa,"Traverse City, MI",MI,,,9/30/2022,19.2
Msa,"Trenton, NJ",NJ,,,9/30/2022,13.5
Msa,"Truckee, CA",CA,,,9/30/2022,17.5
Msa,"Tucson, AZ",AZ,,,9/30/2022,20.6
Msa,"Tullahoma, TN",TN,,,9/30/2022,19.9
Msa,"Tulsa, OK",OK,,,9/30/2022,14.1
Msa,"Tupelo, MS",MS,,,9/30/2022,10.7
Msa,"Tuscaloosa, AL",AL,,,9/30/2022,11.2
Msa,"Twin Falls, ID",ID,,,9/30/2022,25.8
Msa,"Tyler, TX",TX,,,9/30/2022,11.4
Msa,"Ukiah, CA",CA,,,9/30/2022,10.3
Msa,"Urban Honolulu, HI",HI,,,9/30/2022,15.8
Msa,"Utica, NY",NY,,,9/30/2022,15
Msa,"Valdosta, GA",GA,,,9/30/2022,14.3
Msa,"Vallejo, CA",CA,,,9/30/2022,12.6
Msa,"Valley, AL",AL,,,9/30/2022,13.8
Msa,"Ventura, CA",CA,,,9/30/2022,17.8
Msa,"Vernal, UT",UT,,,9/30/2022,8
Msa,"Vero Beach, FL",FL,,,9/30/2022,28.1
Msa,"Vicksburg, MS",MS,,,9/30/2022,9.5
Msa,"Vineland, NJ",NJ,,,9/30/2022,20.3
Msa,"Virginia Beach, VA",VA,,,9/30/2022,12.5
Msa,"Visalia, CA",CA,,,9/30/2022,16.7
Msa,"Waco, TX",TX,,,9/30/2022,21.4
Msa,"Walla Walla, WA",WA,,,9/30/2022,15.1
Msa,"Warner Robins, GA",GA,,,9/30/2022,11.9
Msa,"Warren, PA",PA,,,9/30/2022,12.4
Msa,"Warrensburg, MO",MO,,,9/30/2022,13.5
Msa,"Warsaw, IN",IN,,,9/30/2022,12.6
Msa,"Washington, DC",DC,,,9/30/2022,11.3
Msa,"Waterloo, IA",IA,,,9/30/2022,9.6
Msa,"Watertown, NY",NY,,,9/30/2022,9.6
Msa,"Watertown, WI",WI,,,9/30/2022,13.7
Msa,"Wausau, WI",WI,,,9/30/2022,12
Msa,"Weatherford, OK",OK,,,9/30/2022,13.1
Msa,"Weirton, OH",OH,,,9/30/2022,12.8
Msa,"Wenatchee, WA",WA,,,9/30/2022,17.5
Msa,"Wheeling, OH",OH,,,9/30/2022,13.4
Msa,"Whitewater, WI",WI,,,9/30/2022,14.7
Msa,"Wichita Falls, TX",TX,,,9/30/2022,14.7
Msa,"Wichita, KS",KS,,,9/30/2022,14.4
Msa,"Williamsport, PA",PA,,,9/30/2022,9.8
Msa,"Williston, ND",ND,,,9/30/2022,8.7
Msa,"Wilmington, NC",NC,,,9/30/2022,16.1
Msa,"Wilson, NC",NC,,,9/30/2022,9.7
Msa,"Winchester, VA",VA,,,9/30/2022,13.8
Msa,"Winona, MN",MN,,,9/30/2022,10
Msa,"Winston-Salem, NC",NC,,,9/30/2022,22.1
Msa,"Wisconsin Rapids-Marshfield, WI",WI,,,9/30/2022,13.8
Msa,"Woodward, OK",OK,,,9/30/2022,11.6
Msa,"Wooster, OH",OH,,,9/30/2022,14.1
Msa,"Worcester, MA",MA,,,9/30/2022,15.7
Msa,"Yakima, WA",WA,,,9/30/2022,17.2
Msa,"York, PA",PA,,,9/30/2022,14.1
Msa,"Youngstown, OH",OH,,,9/30/2022,20.2
Msa,"Yuba City, CA",CA,,,9/30/2022,15.5
Msa,"Yuma, AZ",AZ,,,9/30/2022,20.9
Msa,"Zanesville, OH",OH,,,9/30/2022,13.2
Msa,"Zapata, TX",TX,,,9/30/2022,12.1
